Ticker,Day,Price
AAPL,2025-06-08,482.53
AAPL,2025-06-09,472.17
AAPL,2025-06-10,456.85
AAPL,2025-06-11,459.87
AAPL,2025-06-12,456.42
AAPL,2025-06-13,449.48
AAPL,2025-06-14,454.29
AAPL,2025-06-15,455.95
AAPL,2025-06-16,452.11
AAPL,2025-06-17,443.51
AAPL,2025-06-18,449.35
AAPL,2025-06-19,453.75
AAPL,2025-06-20,453.08
AAPL,2025-06-21,465.81
AAPL,2025-06-22,458.39
AAPL,2025-06-23,448.02
AAPL,2025-06-24,443.39
AAPL,2025-06-25,443.09
AAPL,2025-06-26,444.71
AAPL,2025-06-27,443.1
AAPL,2025-06-28,445.45
AAPL,2025-06-29,437.17
AAPL,2025-06-30,446.74
AAPL,2025-07-01,446.19
AAPL,2025-07-02,453.73
AAPL,2025-07-03,456.07
AAPL,2025-07-04,459.2
AAPL,2025-07-05,463.14
AAPL,2025-07-06,466.26
AAPL,2025-07-07,470.78
AAPL,2025-07-08,480.26
AAPL,2025-07-09,481.68
AAPL,2025-07-10,486.83
AAPL,2025-07-11,486.17
AAPL,2025-07-12,496.79
AAPL,2025-07-13,491.77
AAPL,2025-07-14,505.24
AAPL,2025-07-15,504.94
AAPL,2025-07-16,494.22
AAPL,2025-07-17,495.17
AAPL,2025-07-18,490.13
AAPL,2025-07-19,496.35
AAPL,2025-07-20,491.52
AAPL,2025-07-21,488.24
AAPL,2025-07-22,474.59
AAPL,2025-07-23,471.39
AAPL,2025-07-24,454.55
AAPL,2025-07-25,443.88
AAPL,2025-07-26,448.97
AAPL,2025-07-27,454.3
AAPL,2025-07-28,457.21
AAPL,2025-07-29,450.62
AAPL,2025-07-30,450.3
AAPL,2025-07-31,450.28
AAPL,2025-08-01,442.52
AAPL,2025-08-02,452.61
AAPL,2025-08-03,458.61
AAPL,2025-08-04,457.09
AAPL,2025-08-05,457.28
AAPL,2025-08-06,458.71
AAPL,2025-08-07,444.87
AAPL,2025-08-08,443.22
AAPL,2025-08-09,438.71
AAPL,2025-08-10,432.17
AAPL,2025-08-11,430.35
AAPL,2025-08-12,442.12
AAPL,2025-08-13,446.39
AAPL,2025-08-14,442.58
AAPL,2025-08-15,446.4
AAPL,2025-08-16,455.86
AAPL,2025-08-17,462.23
AAPL,2025-08-18,462.64
AAPL,2025-08-19,458.18
AAPL,2025-08-20,463.0
AAPL,2025-08-21,465.74
AAPL,2025-08-22,472.04
AAPL,2025-08-23,476.56
AAPL,2025-08-24,484.12
AAPL,2025-08-25,480.25
AAPL,2025-08-26,489.83
AAPL,2025-08-27,491.29
AAPL,2025-08-28,506.82
AAPL,2025-08-29,501.61
AAPL,2025-08-30,514.84
AAPL,2025-08-31,516.37
AAPL,2025-09-01,511.35
AAPL,2025-09-02,507.65
AAPL,2025-09-03,505.22
AAPL,2025-09-04,508.44
AAPL,2025-09-05,512.45
AAPL,2025-09-06,508.06
AAPL,2025-09-07,507.87
AAPL,2025-09-08,524.45
AAPL,2025-09-09,538.22
AAPL,2025-09-10,541.76
AAPL,2025-09-11,542.07
AAPL,2025-09-12,543.04
AAPL,2025-09-13,548.06
AAPL,2025-09-14,539.72
AAPL,2025-09-15,537.64
AAPL,2025-09-16,524.35
AAPL,2025-09-17,527.5
AAPL,2025-09-18,532.65
AAPL,2025-09-19,528.8
AAPL,2025-09-20,541.43
AAPL,2025-09-21,531.57
AAPL,2025-09-22,520.02
AAPL,2025-09-23,521.77
AAPL,2025-09-24,530.03
AAPL,2025-09-25,543.59
AAPL,2025-09-26,539.86
AAPL,2025-09-27,548.67
AAPL,2025-09-28,548.35
AAPL,2025-09-29,546.93
AAPL,2025-09-30,554.23
AAPL,2025-10-01,559.68
AAPL,2025-10-02,546.6
AAPL,2025-10-03,558.84
AAPL,2025-10-04,570.53
AAPL,2025-10-05,565.2
AAPL,2025-10-06,568.57
AAPL,2025-10-07,572.8
AAPL,2025-10-08,575.04
AAPL,2025-10-09,570.32
AAPL,2025-10-10,564.6
AAPL,2025-10-11,564.38
AAPL,2025-10-12,574.4
AAPL,2025-10-13,579.1
AAPL,2025-10-14,575.89
AAPL,2025-10-15,582.6
AAPL,2025-10-16,558.23
AAPL,2025-10-17,567.93
AAPL,2025-10-18,553.3
AAPL,2025-10-19,550.3
AAPL,2025-10-20,541.14
AAPL,2025-10-21,530.73
AAPL,2025-10-22,540.05
AAPL,2025-10-23,536.27
AAPL,2025-10-24,539.07
AAPL,2025-10-25,538.69
AAPL,2025-10-26,542.56
AAPL,2025-10-27,543.18
AAPL,2025-10-28,532.83
AAPL,2025-10-29,540.85
AAPL,2025-10-30,536.86
AAPL,2025-10-31,524.47
AAPL,2025-11-01,521.11
AAPL,2025-11-02,532.98
AAPL,2025-11-03,539.82
AAPL,2025-11-04,537.0
AAPL,2025-11-05,534.2
AAPL,2025-11-06,531.63
AAPL,2025-11-07,548.45
AAPL,2025-11-08,551.6
AAPL,2025-11-09,555.17
AAPL,2025-11-10,563.82
AAPL,2025-11-11,565.84
AAPL,2025-11-12,563.64
AAPL,2025-11-13,561.99
AAPL,2025-11-14,561.38
AAPL,2025-11-15,561.07
AAPL,2025-11-16,567.23
AAPL,2025-11-17,567.67
AAPL,2025-11-18,573.94
AAPL,2025-11-19,573.25
AAPL,2025-11-20,573.92
AAPL,2025-11-21,556.98
AAPL,2025-11-22,564.69
AAPL,2025-11-23,567.63
AAPL,2025-11-24,576.19
AAPL,2025-11-25,551.69
AAPL,2025-11-26,569.25
AAPL,2025-11-27,568.06
AAPL,2025-11-28,577.58
AAPL,2025-11-29,568.64
AAPL,2025-11-30,573.89
AAPL,2025-12-01,564.89
AAPL,2025-12-02,559.63
AAPL,2025-12-03,575.93
AAPL,2025-12-04,574.29
AAPL,2025-12-05,576.17
AAPL,2025-12-06,583.73
AAPL,2025-12-07,588.09
AAPL,2025-12-08,589.42
AAPL,2025-12-09,592.65
AAPL,2025-12-10,614.41
AAPL,2025-12-11,613.88
AAPL,2025-12-12,615.73
AAPL,2025-12-13,625.51
AAPL,2025-12-14,635.97
AAPL,2025-12-15,647.4
AAPL,2025-12-16,653.63
AAPL,2025-12-17,642.52
AAPL,2025-12-18,658.46
AAPL,2025-12-19,647.23
AAPL,2025-12-20,650.18
AAPL,2025-12-21,642.86
AAPL,2025-12-22,642.24
AAPL,2025-12-23,645.42
AAPL,2025-12-24,648.54
AAPL,2025-12-25,652.66
AAPL,2025-12-26,668.65
AAPL,2025-12-27,673.21
AAPL,2025-12-28,670.75
AAPL,2025-12-29,680.52
AAPL,2025-12-30,692.77
AAPL,2025-12-31,680.13
AAPL,2026-01-01,686.25
AAPL,2026-01-02,693.51
AAPL,2026-01-03,690.42
AAPL,2026-01-04,704.82
AAPL,2026-01-05,703.23
AAPL,2026-01-06,704.56
AAPL,2026-01-07,702.73
AAPL,2026-01-08,702.89
AAPL,2026-01-09,691.43
AAPL,2026-01-10,676.65
AAPL,2026-01-11,693.03
AAPL,2026-01-12,684.29
AAPL,2026-01-13,674.18
AAPL,2026-01-14,652.76
AAPL,2026-01-15,646.53
AAPL,2026-01-16,633.82
AAPL,2026-01-17,649.63
AAPL,2026-01-18,659.54
AAPL,2026-01-19,652.77
AAPL,2026-01-20,675.2
AAPL,2026-01-21,685.22
AAPL,2026-01-22,681.89
AAPL,2026-01-23,656.8
AAPL,2026-01-24,679.76
AAPL,2026-01-25,665.74
AAPL,2026-01-26,649.51
AAPL,2026-01-27,659.55
AAPL,2026-01-28,684.13
AAPL,2026-01-29,698.49
AAPL,2026-01-30,704.42
AAPL,2026-01-31,710.73
AAPL,2026-02-01,719.89
AAPL,2026-02-02,728.13
AAPL,2026-02-03,731.21
AAPL,2026-02-04,732.35
AAPL,2026-02-05,731.66
AAPL,2026-02-06,723.44
AAPL,2026-02-07,720.4
AAPL,2026-02-08,702.33
AAPL,2026-02-09,701.3
AAPL,2026-02-10,690.98
AAPL,2026-02-11,679.63
AAPL,2026-02-12,681.47
AAPL,2026-02-13,695.85
AAPL,2026-02-14,705.5
AAPL,2026-02-15,689.07
AAPL,2026-02-16,678.92
AAPL,2026-02-17,688.57
AAPL,2026-02-18,678.49
AAPL,2026-02-19,676.21
AAPL,2026-02-20,681.81
AAPL,2026-02-21,671.98
AAPL,2026-02-22,673.05
AAPL,2026-02-23,659.71
AAPL,2026-02-24,653.79
AAPL,2026-02-25,656.93
AAPL,2026-02-26,641.42
AAPL,2026-02-27,645.67
AAPL,2026-02-28,645.48
AAPL,2026-03-01,650.85
AAPL,2026-03-02,653.04
AAPL,2026-03-03,666.54
AAPL,2026-03-04,667.8
AAPL,2026-03-05,663.51
AAPL,2026-03-06,664.73
AAPL,2026-03-07,670.17
AAPL,2026-03-08,670.66
MSFT,2025-03-09,86.64
MSFT,2025-03-10,85.74
MSFT,2025-03-11,84.89
MSFT,2025-03-12,83.12
MSFT,2025-03-13,85.33
MSFT,2025-03-14,83.75
MSFT,2025-03-15,82.89
MSFT,2025-03-16,82.0
MSFT,2025-03-17,83.11
MSFT,2025-03-18,82.74
MSFT,2025-03-19,84.3
MSFT,2025-03-20,83.46
MSFT,2025-03-21,83.81
MSFT,2025-03-22,82.76
MSFT,2025-03-23,85.47
MSFT,2025-03-24,83.96
MSFT,2025-03-25,84.35
MSFT,2025-03-26,85.16
MSFT,2025-03-27,85.69
MSFT,2025-03-28,85.45
MSFT,2025-03-29,85.28
MSFT,2025-03-30,85.34
MSFT,2025-03-31,85.15
MSFT,2025-04-01,86.39
MSFT,2025-04-02,89.3
MSFT,2025-04-03,88.56
MSFT,2025-04-04,86.76
MSFT,2025-04-05,86.64
MSFT,2025-04-06,90.06
MSFT,2025-04-07,88.98
MSFT,2025-04-08,91.2
MSFT,2025-04-09,93.52
MSFT,2025-04-10,92.75
MSFT,2025-04-11,93.54
MSFT,2025-04-12,95.86
MSFT,2025-04-13,95.31
MSFT,2025-04-14,95.02
MSFT,2025-04-15,94.2
MSFT,2025-04-16,92.77
MSFT,2025-04-17,91.87
MSFT,2025-04-18,90.2
MSFT,2025-04-19,90.25
MSFT,2025-04-20,89.21
MSFT,2025-04-21,89.53
MSFT,2025-04-22,87.46
MSFT,2025-04-23,87.9
MSFT,2025-04-24,89.0
MSFT,2025-04-25,86.38
MSFT,2025-04-26,86.87
MSFT,2025-04-27,88.48
MSFT,2025-04-28,86.89
MSFT,2025-04-29,89.1
MSFT,2025-04-30,89.66
MSFT,2025-05-01,88.72
MSFT,2025-05-02,88.64
MSFT,2025-05-03,89.39
MSFT,2025-05-04,89.49
MSFT,2025-05-05,90.21
MSFT,2025-05-06,88.98
MSFT,2025-05-07,89.2
MSFT,2025-05-08,87.33
MSFT,2025-05-09,87.19
MSFT,2025-05-10,86.01
MSFT,2025-05-11,85.07
MSFT,2025-05-12,86.66
MSFT,2025-05-13,88.09
MSFT,2025-05-14,88.9
MSFT,2025-05-15,87.45
MSFT,2025-05-16,87.04
MSFT,2025-05-17,88.64
MSFT,2025-05-18,88.83
MSFT,2025-05-19,91.97
MSFT,2025-05-20,92.52
MSFT,2025-05-21,92.78
MSFT,2025-05-22,92.35
MSFT,2025-05-23,92.54
MSFT,2025-05-24,92.33
MSFT,2025-05-25,93.31
MSFT,2025-05-26,94.66
MSFT,2025-05-27,93.55
MSFT,2025-05-28,91.7
MSFT,2025-05-29,89.21
MSFT,2025-05-30,89.89
MSFT,2025-05-31,88.42
MSFT,2025-06-01,85.61
MSFT,2025-06-02,86.11
MSFT,2025-06-03,89.39
MSFT,2025-06-04,89.38
MSFT,2025-06-05,90.51
MSFT,2025-06-06,90.62
MSFT,2025-06-07,90.49
MSFT,2025-06-08,91.75
MSFT,2025-06-09,91.35
MSFT,2025-06-10,91.72
MSFT,2025-06-11,92.16
MSFT,2025-06-12,91.24
MSFT,2025-06-13,92.61
MSFT,2025-06-14,92.37
MSFT,2025-06-15,91.32
MSFT,2025-06-16,92.06
MSFT,2025-06-17,90.83
MSFT,2025-06-18,90.87
MSFT,2025-06-19,90.86
MSFT,2025-06-20,92.35
MSFT,2025-06-21,93.01
MSFT,2025-06-22,92.97
MSFT,2025-06-23,94.12
MSFT,2025-06-24,96.1
MSFT,2025-06-25,96.91
MSFT,2025-06-26,96.93
MSFT,2025-06-27,95.04
MSFT,2025-06-28,93.53
MSFT,2025-06-29,93.1
MSFT,2025-06-30,92.26
MSFT,2025-07-01,92.0
MSFT,2025-07-02,92.08
MSFT,2025-07-03,92.81
MSFT,2025-07-04,92.71
MSFT,2025-07-05,93.39
MSFT,2025-07-06,93.48
MSFT,2025-07-07,90.75
MSFT,2025-07-08,89.48
MSFT,2025-07-09,89.29
MSFT,2025-07-10,87.68
MSFT,2025-07-11,88.48
MSFT,2025-07-12,90.53
MSFT,2025-07-13,92.2
MSFT,2025-07-14,91.91
MSFT,2025-07-15,93.99
MSFT,2025-07-16,94.2
MSFT,2025-07-17,93.72
MSFT,2025-07-18,92.86
MSFT,2025-07-19,92.44
MSFT,2025-07-20,91.9
MSFT,2025-07-21,92.14
MSFT,2025-07-22,92.36
MSFT,2025-07-23,92.37
MSFT,2025-07-24,92.97
MSFT,2025-07-25,94.65
MSFT,2025-07-26,96.01
MSFT,2025-07-27,93.89
MSFT,2025-07-28,90.36
MSFT,2025-07-29,91.64
MSFT,2025-07-30,89.78
MSFT,2025-07-31,89.48
MSFT,2025-08-01,87.92
MSFT,2025-08-02,85.58
MSFT,2025-08-03,86.27
MSFT,2025-08-04,87.26
MSFT,2025-08-05,86.51
MSFT,2025-08-06,83.21
MSFT,2025-08-07,82.53
MSFT,2025-08-08,83.02
MSFT,2025-08-09,81.2
MSFT,2025-08-10,81.42
MSFT,2025-08-11,81.4
MSFT,2025-08-12,82.11
MSFT,2025-08-13,82.26
MSFT,2025-08-14,81.07
MSFT,2025-08-15,82.54
MSFT,2025-08-16,82.34
MSFT,2025-08-17,82.31
MSFT,2025-08-18,81.16
MSFT,2025-08-19,80.63
MSFT,2025-08-20,79.56
MSFT,2025-08-21,79.36
MSFT,2025-08-22,81.42
MSFT,2025-08-23,79.76
MSFT,2025-08-24,77.85
MSFT,2025-08-25,79.59
MSFT,2025-08-26,79.34
MSFT,2025-08-27,78.55
MSFT,2025-08-28,79.78
MSFT,2025-08-29,79.06
MSFT,2025-08-30,81.26
MSFT,2025-08-31,82.09
MSFT,2025-09-01,81.49
MSFT,2025-09-02,84.17
MSFT,2025-09-03,83.41
MSFT,2025-09-04,84.34
MSFT,2025-09-05,84.72
MSFT,2025-09-06,86.39
MSFT,2025-09-07,88.44
MSFT,2025-09-08,88.48
MSFT,2025-09-09,87.49
MSFT,2025-09-10,88.09
MSFT,2025-09-11,87.2
MSFT,2025-09-12,89.88
MSFT,2025-09-13,90.06
MSFT,2025-09-14,89.57
MSFT,2025-09-15,89.82
MSFT,2025-09-16,88.02
MSFT,2025-09-17,86.75
MSFT,2025-09-18,88.32
MSFT,2025-09-19,87.46
MSFT,2025-09-20,86.09
MSFT,2025-09-21,86.79
MSFT,2025-09-22,88.35
MSFT,2025-09-23,89.31
MSFT,2025-09-24,90.65
MSFT,2025-09-25,89.63
MSFT,2025-09-26,87.74
MSFT,2025-09-27,89.73
MSFT,2025-09-28,89.3
MSFT,2025-09-29,88.97
MSFT,2025-09-30,90.76
MSFT,2025-10-01,91.52
MSFT,2025-10-02,92.14
MSFT,2025-10-03,95.19
MSFT,2025-10-04,94.27
MSFT,2025-10-05,95.59
MSFT,2025-10-06,95.67
MSFT,2025-10-07,96.06
MSFT,2025-10-08,98.29
MSFT,2025-10-09,99.04
MSFT,2025-10-10,99.84
MSFT,2025-10-11,101.46
MSFT,2025-10-12,100.91
MSFT,2025-10-13,99.65
MSFT,2025-10-14,98.1
MSFT,2025-10-15,95.25
MSFT,2025-10-16,98.23
MSFT,2025-10-17,96.62
MSFT,2025-10-18,96.3
MSFT,2025-10-19,95.9
MSFT,2025-10-20,96.34
MSFT,2025-10-21,97.53
MSFT,2025-10-22,98.79
MSFT,2025-10-23,97.93
MSFT,2025-10-24,97.69
MSFT,2025-10-25,98.1
MSFT,2025-10-26,97.74
MSFT,2025-10-27,100.12
MSFT,2025-10-28,100.86
MSFT,2025-10-29,101.98
MSFT,2025-10-30,103.0
MSFT,2025-10-31,104.83
MSFT,2025-11-01,105.11
MSFT,2025-11-02,103.09
MSFT,2025-11-03,103.71
MSFT,2025-11-04,102.7
MSFT,2025-11-05,101.89
MSFT,2025-11-06,102.79
MSFT,2025-11-07,104.72
MSFT,2025-11-08,104.75
MSFT,2025-11-09,105.24
MSFT,2025-11-10,107.96
MSFT,2025-11-11,108.35
MSFT,2025-11-12,112.66
MSFT,2025-11-13,113.62
MSFT,2025-11-14,110.66
MSFT,2025-11-15,111.92
MSFT,2025-11-16,112.56
MSFT,2025-11-17,114.76
MSFT,2025-11-18,115.92
MSFT,2025-11-19,115.68
MSFT,2025-11-20,113.58
MSFT,2025-11-21,113.22
MSFT,2025-11-22,111.79
MSFT,2025-11-23,110.82
MSFT,2025-11-24,111.8
MSFT,2025-11-25,114.63
MSFT,2025-11-26,115.32
MSFT,2025-11-27,113.26
MSFT,2025-11-28,114.02
MSFT,2025-11-29,116.09
MSFT,2025-11-30,115.03
MSFT,2025-12-01,114.8
MSFT,2025-12-02,114.83
MSFT,2025-12-03,113.48
MSFT,2025-12-04,114.59
MSFT,2025-12-05,114.38
MSFT,2025-12-06,115.1
MSFT,2025-12-07,113.58
MSFT,2025-12-08,112.84
MSFT,2025-12-09,114.07
MSFT,2025-12-10,113.43
MSFT,2025-12-11,116.41
MSFT,2025-12-12,115.71
MSFT,2025-12-13,116.1
MSFT,2025-12-14,117.74
MSFT,2025-12-15,115.26
MSFT,2025-12-16,112.26
MSFT,2025-12-17,109.72
MSFT,2025-12-18,111.81
MSFT,2025-12-19,110.89
MSFT,2025-12-20,115.23
MSFT,2025-12-21,114.26
MSFT,2025-12-22,114.58
MSFT,2025-12-23,117.26
MSFT,2025-12-24,120.84
MSFT,2025-12-25,124.64
MSFT,2025-12-26,126.91
MSFT,2025-12-27,128.88
MSFT,2025-12-28,130.03
MSFT,2025-12-29,131.56
MSFT,2025-12-30,130.47
MSFT,2025-12-31,128.88
MSFT,2026-01-01,128.88
MSFT,2026-01-02,128.55
MSFT,2026-01-03,127.68
MSFT,2026-01-04,129.02
MSFT,2026-01-05,130.88
MSFT,2026-01-06,131.05
MSFT,2026-01-07,133.99
MSFT,2026-01-08,131.71
MSFT,2026-01-09,131.33
MSFT,2026-01-10,129.93
MSFT,2026-01-11,126.34
MSFT,2026-01-12,126.18
MSFT,2026-01-13,125.95
MSFT,2026-01-14,128.85
MSFT,2026-01-15,130.07
MSFT,2026-01-16,128.09
MSFT,2026-01-17,131.7
MSFT,2026-01-18,134.13
MSFT,2026-01-19,135.31
MSFT,2026-01-20,134.85
MSFT,2026-01-21,132.93
MSFT,2026-01-22,132.19
MSFT,2026-01-23,134.36
MSFT,2026-01-24,138.21
MSFT,2026-01-25,141.45
MSFT,2026-01-26,140.42
MSFT,2026-01-27,138.08
MSFT,2026-01-28,138.37
MSFT,2026-01-29,134.75
MSFT,2026-01-30,135.4
MSFT,2026-01-31,135.1
MSFT,2026-02-01,134.16
MSFT,2026-02-02,130.99
MSFT,2026-02-03,132.0
MSFT,2026-02-04,130.95
MSFT,2026-02-05,128.68
MSFT,2026-02-06,123.25
MSFT,2026-02-07,123.2
MSFT,2026-02-08,126.52
MSFT,2026-02-09,129.71
MSFT,2026-02-10,128.82
MSFT,2026-02-11,127.67
MSFT,2026-02-12,128.57
MSFT,2026-02-13,126.66
MSFT,2026-02-14,127.23
MSFT,2026-02-15,128.7
MSFT,2026-02-16,131.09
MSFT,2026-02-17,130.89
MSFT,2026-02-18,130.5
MSFT,2026-02-19,128.79
MSFT,2026-02-20,127.2
MSFT,2026-02-21,126.77
MSFT,2026-02-22,127.47
MSFT,2026-02-23,129.23
MSFT,2026-02-24,127.68
MSFT,2026-02-25,130.57
MSFT,2026-02-26,130.04
MSFT,2026-02-27,130.0
MSFT,2026-02-28,128.55
MSFT,2026-03-01,123.96
MSFT,2026-03-02,125.62
MSFT,2026-03-03,127.01
MSFT,2026-03-04,126.48
MSFT,2026-03-05,126.6
MSFT,2026-03-06,127.59
MSFT,2026-03-07,124.63
MSFT,2026-03-08,123.65
GOOGL,2025-03-09,206.67
GOOGL,2025-03-10,202.82
GOOGL,2025-03-11,203.71
GOOGL,2025-03-12,199.61
GOOGL,2025-03-13,201.01
GOOGL,2025-03-14,200.9
GOOGL,2025-03-15,196.09
GOOGL,2025-03-16,199.55
GOOGL,2025-03-17,197.36
GOOGL,2025-03-18,194.98
GOOGL,2025-03-19,195.57
GOOGL,2025-03-20,198.96
GOOGL,2025-03-21,195.96
GOOGL,2025-03-22,196.14
GOOGL,2025-03-23,197.4
GOOGL,2025-03-24,199.47
GOOGL,2025-03-25,199.99
GOOGL,2025-03-26,198.9
GOOGL,2025-03-27,196.44
GOOGL,2025-03-28,196.7
GOOGL,2025-03-29,193.56
GOOGL,2025-03-30,185.26
GOOGL,2025-03-31,186.48
GOOGL,2025-04-01,189.02
GOOGL,2025-04-02,182.44
GOOGL,2025-04-03,179.7
GOOGL,2025-04-04,181.37
GOOGL,2025-04-05,187.06
GOOGL,2025-04-06,187.12
GOOGL,2025-04-07,185.09
GOOGL,2025-04-08,184.58
GOOGL,2025-04-09,188.42
GOOGL,2025-04-10,186.61
GOOGL,2025-04-11,184.38
GOOGL,2025-04-12,183.05
GOOGL,2025-04-13,180.45
GOOGL,2025-04-14,180.79
GOOGL,2025-04-15,185.25
GOOGL,2025-04-16,186.15
GOOGL,2025-04-17,185.44
GOOGL,2025-04-18,184.63
GOOGL,2025-04-19,180.35
GOOGL,2025-04-20,182.76
GOOGL,2025-04-21,182.55
GOOGL,2025-04-22,182.05
GOOGL,2025-04-23,190.98
GOOGL,2025-04-24,191.84
GOOGL,2025-04-25,189.69
GOOGL,2025-04-26,188.48
GOOGL,2025-04-27,191.76
GOOGL,2025-04-28,192.08
GOOGL,2025-04-29,187.98
GOOGL,2025-04-30,190.59
GOOGL,2025-05-01,188.69
GOOGL,2025-05-02,194.07
GOOGL,2025-05-03,197.24
GOOGL,2025-05-04,195.92
GOOGL,2025-05-05,199.72
GOOGL,2025-05-06,199.93
GOOGL,2025-05-07,202.5
GOOGL,2025-05-08,203.98
GOOGL,2025-05-09,201.4
GOOGL,2025-05-10,199.47
GOOGL,2025-05-11,202.57
GOOGL,2025-05-12,201.56
GOOGL,2025-05-13,200.34
GOOGL,2025-05-14,197.49
GOOGL,2025-05-15,198.75
GOOGL,2025-05-16,205.0
GOOGL,2025-05-17,201.74
GOOGL,2025-05-18,201.81
GOOGL,2025-05-19,206.13
GOOGL,2025-05-20,205.89
GOOGL,2025-05-21,207.29
GOOGL,2025-05-22,204.01
GOOGL,2025-05-23,205.33
GOOGL,2025-05-24,204.75
GOOGL,2025-05-25,207.8
GOOGL,2025-05-26,211.54
GOOGL,2025-05-27,219.91
GOOGL,2025-05-28,221.84
GOOGL,2025-05-29,222.92
GOOGL,2025-05-30,223.57
GOOGL,2025-05-31,222.39
GOOGL,2025-06-01,223.52
GOOGL,2025-06-02,222.54
GOOGL,2025-06-03,223.1
GOOGL,2025-06-04,227.55
GOOGL,2025-06-05,224.14
GOOGL,2025-06-06,228.01
GOOGL,2025-06-07,232.56
GOOGL,2025-06-08,232.15
GOOGL,2025-06-09,224.87
GOOGL,2025-06-10,222.83
GOOGL,2025-06-11,227.21
GOOGL,2025-06-12,227.13
GOOGL,2025-06-13,223.75
GOOGL,2025-06-14,222.06
GOOGL,2025-06-15,224.88
GOOGL,2025-06-16,226.73
GOOGL,2025-06-17,225.92
GOOGL,2025-06-18,224.68
GOOGL,2025-06-19,223.37
GOOGL,2025-06-20,220.3
GOOGL,2025-06-21,225.7
GOOGL,2025-06-22,224.61
GOOGL,2025-06-23,228.75
GOOGL,2025-06-24,234.03
GOOGL,2025-06-25,237.56
GOOGL,2025-06-26,236.03
GOOGL,2025-06-27,237.46
GOOGL,2025-06-28,237.38
GOOGL,2025-06-29,234.18
GOOGL,2025-06-30,235.32
GOOGL,2025-07-01,231.2
GOOGL,2025-07-02,235.35
GOOGL,2025-07-03,233.72
GOOGL,2025-07-04,234.42
GOOGL,2025-07-05,235.42
GOOGL,2025-07-06,234.51
GOOGL,2025-07-07,236.58
GOOGL,2025-07-08,234.9
GOOGL,2025-07-09,237.99
GOOGL,2025-07-10,233.24
GOOGL,2025-07-11,233.68
GOOGL,2025-07-12,240.58
GOOGL,2025-07-13,236.99
GOOGL,2025-07-14,234.6
GOOGL,2025-07-15,236.41
GOOGL,2025-07-16,237.05
GOOGL,2025-07-17,238.3
GOOGL,2025-07-18,240.05
GOOGL,2025-07-19,242.35
GOOGL,2025-07-20,246.42
GOOGL,2025-07-21,247.94
