Ticker,Day,Hour,Price
META,2026-03-01,10:00,293.15
META,2026-03-01,11:00,293.76
META,2026-03-01,12:00,292.93
META,2026-03-01,13:00,291.73
META,2026-03-01,14:00,292.09
META,2026-03-01,15:00,292.45
META,2026-03-01,16:00,291.7
META,2026-03-02,9:00,291.02
META,2026-03-02,10:00,291.36
META,2026-03-02,11:00,289.25
META,2026-03-02,12:00,287.23
META,2026-03-02,13:00,286.2
META,2026-03-02,14:00,285.89
META,2026-03-02,15:00,286.34
META,2026-03-02,16:00,288.46
META,2026-03-03,9:00,289.7
META,2026-03-03,10:00,289.46
META,2026-03-03,11:00,289.44
META,2026-03-03,12:00,287.99
META,2026-03-03,13:00,287.96
META,2026-03-03,14:00,287.55
META,2026-03-03,15:00,288.01
META,2026-03-03,16:00,286.82
META,2026-03-04,9:00,287.57
META,2026-03-04,10:00,289.78
META,2026-03-04,11:00,289.62
META,2026-03-04,12:00,290.21
META,2026-03-04,13:00,291.21
META,2026-03-04,14:00,290.62
META,2026-03-04,15:00,290.95
META,2026-03-04,16:00,290.97
META,2026-03-05,9:00,291.11
META,2026-03-05,10:00,289.99
META,2026-03-05,11:00,290.02
META,2026-03-05,12:00,290.75
META,2026-03-05,13:00,292.86
META,2026-03-05,14:00,294.27
META,2026-03-05,15:00,297.46
META,2026-03-05,16:00,296.32
META,2026-03-06,9:00,297.61
META,2026-03-06,10:00,297.89
META,2026-03-06,11:00,301.17
META,2026-03-06,12:00,299.95
META,2026-03-06,13:00,298.69
META,2026-03-06,14:00,297.8
META,2026-03-06,15:00,294.65
META,2026-03-06,16:00,293.88
META,2026-03-07,9:00,292.77
META,2026-03-07,10:00,292.99
META,2026-03-07,11:00,293.49
META,2026-03-07,12:00,296.26
META,2026-03-07,13:00,297.67
META,2026-03-07,14:00,296.81
META,2026-03-07,15:00,295.48
META,2026-03-07,16:00,296.21
JPM,2026-03-01,9:00,249.18
JPM,2026-03-01,10:00,251.47
JPM,2026-03-01,11:00,252.96
JPM,2026-03-01,12:00,252.37
JPM,2026-03-01,13:00,250.21
JPM,2026-03-01,14:00,251.91
JPM,2026-03-01,15:00,251.77
JPM,2026-03-01,16:00,253.33
JPM,2026-03-02,9:00,251.32
JPM,2026-03-02,10:00,250.57
JPM,2026-03-02,11:00,250.58
JPM,2026-03-02,12:00,250.63
JPM,2026-03-02,13:00,250.07
JPM,2026-03-02,14:00,250.85
JPM,2026-03-02,15:00,249.52
JPM,2026-03-02,16:00,249.34
JPM,2026-03-03,9:00,249.49
JPM,2026-03-03,10:00,250.13
JPM,2026-03-03,11:00,251.02
JPM,2026-03-03,12:00,249.61
JPM,2026-03-03,13:00,247.71
JPM,2026-03-03,14:00,249.29
JPM,2026-03-03,15:00,249.71
JPM,2026-03-03,16:00,248.78
JPM,2026-03-04,9:00,250.71
JPM,2026-03-04,10:00,250.86
JPM,2026-03-04,11:00,252.34
JPM,2026-03-04,12:00,252.43
JPM,2026-03-04,13:00,255.04
JPM,2026-03-04,14:00,257.29
JPM,2026-03-04,15:00,256.97
JPM,2026-03-04,16:00,258.22
JPM,2026-03-05,9:00,259.06
JPM,2026-03-05,10:00,260.83
JPM,2026-03-05,11:00,259.58
JPM,2026-03-05,12:00,260.47
JPM,2026-03-05,13:00,261.85
JPM,2026-03-05,14:00,259.56
JPM,2026-03-05,15:00,258.03
JPM,2026-03-05,16:00,255.41
JPM,2026-03-06,9:00,255.07
JPM,2026-03-06,10:00,255.98
JPM,2026-03-06,11:00,257.92
JPM,2026-03-06,12:00,258.01
JPM,2026-03-06,13:00,260.12
JPM,2026-03-06,14:00,258.33
JPM,2026-03-06,15:00,256.14
JPM,2026-03-06,16:00,256.07
JPM,2026-03-07,9:00,256.56
JPM,2026-03-07,10:00,256.52
JPM,2026-03-07,11:00,253.88
JPM,2026-03-07,12:00,253.77
JPM,2026-03-07,13:00,252.12
JPM,2026-03-07,14:00,252.96
JPM,2026-03-07,15:00,253.43
JPM,2026-03-07,16:00,252.24
V,2026-03-01,9:00,465.79
V,2026-03-01,10:00,463.33
V,2026-03-01,11:00,463.19
V,2026-03-01,12:00,465.4
V,2026-03-01,13:00,463.12
V,2026-03-01,14:00,464.28
V,2026-03-01,15:00,463.05
V,2026-03-01,16:00,461.22
V,2026-03-02,9:00,460.98
V,2026-03-02,10:00,458.6
V,2026-03-02,11:00,457.33
V,2026-03-02,12:00,454.6
V,2026-03-02,13:00,459.08
V,2026-03-02,14:00,459.17
V,2026-03-02,15:00,457.56
V,2026-03-02,16:00,458.05
V,2026-03-03,9:00,457.79
V,2026-03-03,10:00,457.29
V,2026-03-03,11:00,458.7
V,2026-03-03,12:00,460.44
V,2026-03-03,13:00,459.22
V,2026-03-03,14:00,457.9
V,2026-03-03,15:00,457.27
V,2026-03-03,16:00,452.03
V,2026-03-04,9:00,448.62
V,2026-03-04,10:00,451.7
V,2026-03-04,11:00,455.43
V,2026-03-04,12:00,454.86
V,2026-03-04,13:00,456.18
V,2026-03-04,14:00,456.89
V,2026-03-04,15:00,463.97
V,2026-03-04,16:00,466.58
V,2026-03-05,9:00,466.28
V,2026-03-05,10:00,464.06
V,2026-03-05,11:00,460.35
V,2026-03-05,12:00,460.81
V,2026-03-05,13:00,459.08
V,2026-03-05,14:00,455.82
V,2026-03-05,15:00,454.35
V,2026-03-05,16:00,451.9
V,2026-03-06,9:00,455.73
V,2026-03-06,10:00,457.74
V,2026-03-06,11:00,457.72
V,2026-03-06,12:00,461.12
V,2026-03-06,13:00,461.3
V,2026-03-06,14:00,459.32
V,2026-03-06,15:00,462.83
V,2026-03-06,16:00,464.08
V,2026-03-07,9:00,461.68
V,2026-03-07,10:00,461.24
V,2026-03-07,11:00,459.22
V,2026-03-07,12:00,456.06
V,2026-03-07,13:00,458.18
V,2026-03-07,14:00,462.57
V,2026-03-07,15:00,459.35
V,2026-03-07,16:00,460.64
WMT,2026-03-01,9:00,236.88
WMT,2026-03-01,10:00,236.3
WMT,2026-03-01,11:00,235.6
WMT,2026-03-01,12:00,234.59
WMT,2026-03-01,13:00,234.64
WMT,2026-03-01,14:00,233.67
WMT,2026-03-01,15:00,233.99
WMT,2026-03-01,16:00,233.93
WMT,2026-03-02,9:00,233.65
WMT,2026-03-02,10:00,232.59
WMT,2026-03-02,11:00,231.92
WMT,2026-03-02,12:00,232.8
WMT,2026-03-02,13:00,233.38
WMT,2026-03-02,14:00,232.25
WMT,2026-03-02,15:00,232.36
WMT,2026-03-02,16:00,233.24
WMT,2026-03-03,9:00,231.3
WMT,2026-03-03,10:00,231.93
WMT,2026-03-03,11:00,231.16
WMT,2026-03-03,12:00,231.82
WMT,2026-03-03,13:00,230.94
WMT,2026-03-03,14:00,228.86
WMT,2026-03-03,15:00,227.01
WMT,2026-03-03,16:00,227.06
WMT,2026-03-04,9:00,227.36
WMT,2026-03-04,10:00,226.33
WMT,2026-03-04,11:00,227.05
WMT,2026-03-04,12:00,225.18
WMT,2026-03-04,13:00,225.1
WMT,2026-03-04,14:00,223.74
WMT,2026-03-04,15:00,223.01
WMT,2026-03-04,16:00,223.07
WMT,2026-03-05,9:00,222.11
WMT,2026-03-05,10:00,221.68
WMT,2026-03-05,11:00,222.8
WMT,2026-03-05,12:00,222.16
WMT,2026-03-05,13:00,223.09
WMT,2026-03-05,14:00,221.83
WMT,2026-03-05,15:00,222.42
WMT,2026-03-05,16:00,224.03
WMT,2026-03-06,9:00,221.28
WMT,2026-03-06,10:00,220.4
WMT,2026-03-06,11:00,221.04
WMT,2026-03-06,12:00,220.81
WMT,2026-03-06,13:00,221.22
WMT,2026-03-06,14:00,220.55
WMT,2026-03-06,15:00,220.65
WMT,2026-03-06,16:00,220.48
WMT,2026-03-07,9:00,221.77
WMT,2026-03-07,10:00,222.05
WMT,2026-03-07,11:00,222.43
WMT,2026-03-07,12:00,221.97
WMT,2026-03-07,13:00,221.43
WMT,2026-03-07,14:00,220.95
WMT,2026-03-07,15:00,221.39
WMT,2026-03-07,16:00,220.92
JNJ,2026-03-01,9:00,103.6
JNJ,2026-03-01,10:00,104.68
JNJ,2026-03-01,11:00,105.14
JNJ,2026-03-01,12:00,104.97
JNJ,2026-03-01,13:00,105.6
JNJ,2026-03-01,14:00,105.38
JNJ,2026-03-01,15:00,104.31
JNJ,2026-03-01,16:00,103.79
JNJ,2026-03-02,9:00,102.82
JNJ,2026-03-02,10:00,102.64
JNJ,2026-03-02,11:00,102.65
JNJ,2026-03-02,12:00,103.52
JNJ,2026-03-02,13:00,103.69
JNJ,2026-03-02,14:00,103.57
JNJ,2026-03-02,15:00,104.0
JNJ,2026-03-02,16:00,102.86
JNJ,2026-03-03,9:00,102.98
JNJ,2026-03-03,10:00,103.38
JNJ,2026-03-03,11:00,102.62
JNJ,2026-03-03,12:00,103.21
JNJ,2026-03-03,13:00,103.38
JNJ,2026-03-03,14:00,103.17
JNJ,2026-03-03,15:00,103.49
JNJ,2026-03-03,16:00,104.67
JNJ,2026-03-04,9:00,104.77
JNJ,2026-03-04,10:00,104.9
JNJ,2026-03-04,11:00,104.66
JNJ,2026-03-04,12:00,104.22
JNJ,2026-03-04,13:00,104.65
JNJ,2026-03-04,14:00,104.2
JNJ,2026-03-04,15:00,104.24
JNJ,2026-03-04,16:00,103.99
JNJ,2026-03-05,9:00,104.24
JNJ,2026-03-05,10:00,104.41
JNJ,2026-03-05,11:00,104.96
JNJ,2026-03-05,12:00,104.69
JNJ,2026-03-05,13:00,104.55
JNJ,2026-03-05,14:00,104.04
JNJ,2026-03-05,15:00,103.81
JNJ,2026-03-05,16:00,104.0
JNJ,2026-03-06,9:00,104.4
JNJ,2026-03-06,10:00,103.92
JNJ,2026-03-06,11:00,104.37
JNJ,2026-03-06,12:00,105.08
JNJ,2026-03-06,13:00,105.3
JNJ,2026-03-06,14:00,106.29
JNJ,2026-03-06,15:00,105.88
JNJ,2026-03-06,16:00,105.22
JNJ,2026-03-07,9:00,104.29
JNJ,2026-03-07,10:00,105.07
JNJ,2026-03-07,11:00,105.42
JNJ,2026-03-07,12:00,105.39
JNJ,2026-03-07,13:00,105.54
JNJ,2026-03-07,14:00,104.95
JNJ,2026-03-07,15:00,106.24
JNJ,2026-03-07,16:00,106.31
PG,2026-03-01,9:00,449.71
PG,2026-03-01,10:00,451.34
PG,2026-03-01,11:00,452.43
PG,2026-03-01,12:00,452.93
PG,2026-03-01,13:00,451.15
PG,2026-03-01,14:00,452.21
PG,2026-03-01,15:00,456.49
PG,2026-03-01,16:00,459.57
PG,2026-03-02,9:00,463.24
PG,2026-03-02,10:00,462.06
PG,2026-03-02,11:00,459.78
PG,2026-03-02,12:00,459.49
PG,2026-03-02,13:00,459.62
PG,2026-03-02,14:00,462.14
PG,2026-03-02,15:00,458.25
PG,2026-03-02,16:00,461.77
PG,2026-03-03,9:00,461.4
PG,2026-03-03,10:00,460.42
PG,2026-03-03,11:00,458.09
PG,2026-03-03,12:00,454.32
PG,2026-03-03,13:00,456.19
PG,2026-03-03,14:00,456.36
PG,2026-03-03,15:00,453.43
PG,2026-03-03,16:00,450.5
PG,2026-03-04,9:00,449.74
PG,2026-03-04,10:00,453.51
PG,2026-03-04,11:00,452.92
PG,2026-03-04,12:00,449.53
PG,2026-03-04,13:00,448.98
PG,2026-03-04,14:00,448.37
PG,2026-03-04,15:00,442.36
PG,2026-03-04,16:00,442.24
PG,2026-03-05,9:00,441.73
PG,2026-03-05,10:00,443.27
PG,2026-03-05,11:00,447.39
PG,2026-03-05,12:00,449.92
PG,2026-03-05,13:00,449.31
PG,2026-03-05,14:00,446.83
PG,2026-03-05,15:00,452.62
PG,2026-03-05,16:00,452.75
PG,2026-03-06,9:00,452.79
PG,2026-03-06,10:00,452.73
PG,2026-03-06,11:00,453.18
PG,2026-03-06,12:00,452.85
PG,2026-03-06,13:00,451.56
PG,2026-03-06,14:00,450.32
PG,2026-03-06,15:00,450.25
PG,2026-03-06,16:00,449.03
PG,2026-03-07,9:00,447.43
PG,2026-03-07,10:00,447.67
PG,2026-03-07,11:00,447.1
PG,2026-03-07,12:00,450.47
PG,2026-03-07,13:00,444.54
PG,2026-03-07,14:00,446.97
PG,2026-03-07,15:00,449.77
PG,2026-03-07,16:00,445.13
DIS,2026-03-01,9:00,472.49
DIS,2026-03-01,10:00,471.61
DIS,2026-03-01,11:00,468.31
DIS,2026-03-01,12:00,466.49
DIS,2026-03-01,13:00,463.9
DIS,2026-03-01,14:00,467.99
DIS,2026-03-01,15:00,470.18
DIS,2026-03-01,16:00,473.18
DIS,2026-03-02,9:00,474.89
DIS,2026-03-02,10:00,472.22
DIS,2026-03-02,11:00,470.98
DIS,2026-03-02,12:00,472.13
DIS,2026-03-02,13:00,469.26
DIS,2026-03-02,14:00,470.93
DIS,2026-03-02,15:00,470.37
DIS,2026-03-02,16:00,469.49
DIS,2026-03-03,9:00,471.16
DIS,2026-03-03,10:00,472.21
DIS,2026-03-03,11:00,471.36
DIS,2026-03-03,12:00,474.1
DIS,2026-03-03,13:00,471.54
DIS,2026-03-03,14:00,473.0
DIS,2026-03-03,15:00,474.4
DIS,2026-03-03,16:00,473.67
DIS,2026-03-04,9:00,474.44
DIS,2026-03-04,10:00,471.48
DIS,2026-03-04,11:00,473.66
DIS,2026-03-04,12:00,473.23
DIS,2026-03-04,13:00,471.99
DIS,2026-03-04,14:00,474.47
DIS,2026-03-04,15:00,472.81
DIS,2026-03-04,16:00,469.49
DIS,2026-03-05,9:00,465.85
DIS,2026-03-05,10:00,467.26
DIS,2026-03-05,11:00,464.28
DIS,2026-03-05,12:00,468.37
DIS,2026-03-05,13:00,463.52
DIS,2026-03-05,14:00,467.47
DIS,2026-03-05,15:00,467.96
DIS,2026-03-05,16:00,467.74
DIS,2026-03-06,9:00,466.46
DIS,2026-03-06,10:00,467.4
DIS,2026-03-06,11:00,467.31
DIS,2026-03-06,12:00,469.89
DIS,2026-03-06,13:00,470.16
DIS,2026-03-06,14:00,470.51
DIS,2026-03-06,15:00,469.66
DIS,2026-03-06,16:00,469.53
DIS,2026-03-07,9:00,470.25
DIS,2026-03-07,10:00,466.25
DIS,2026-03-07,11:00,463.11
DIS,2026-03-07,12:00,464.84
DIS,2026-03-07,13:00,465.23
DIS,2026-03-07,14:00,464.81
