Ticker,Month,Price
MSFT,2024-07,79.75
MSFT,2024-08,74.79
MSFT,2024-09,80.52
MSFT,2024-10,82.52
MSFT,2024-11,81.58
MSFT,2024-12,77.07
MSFT,2025-01,73.97
MSFT,2025-02,78.95
MSFT,2025-03,79.49
MSFT,2025-04,77.33
MSFT,2025-05,79.33
MSFT,2025-06,76.16
MSFT,2025-07,82.1
MSFT,2025-08,87.84
MSFT,2025-09,85.82
MSFT,2025-10,83.16
MSFT,2025-11,72.96
MSFT,2025-12,67.75
MSFT,2026-01,63.36
MSFT,2026-02,63.79
GOOGL,2021-03,200.92
GOOGL,2021-04,187.85
GOOGL,2021-05,185.22
GOOGL,2021-06,189.96
GOOGL,2021-07,195.04
GOOGL,2021-08,177.37
GOOGL,2021-09,176.24
GOOGL,2021-10,164.46
GOOGL,2021-11,172.04
GOOGL,2021-12,178.92
GOOGL,2022-01,171.07
GOOGL,2022-02,164.64
GOOGL,2022-03,160.88
GOOGL,2022-04,143.75
GOOGL,2022-05,146.18
GOOGL,2022-06,144.2
GOOGL,2022-07,151.37
GOOGL,2022-08,143.28
GOOGL,2022-09,138.91
GOOGL,2022-10,128.83
GOOGL,2022-11,122.52
GOOGL,2022-12,115.49
GOOGL,2023-01,121.39
GOOGL,2023-02,117.22
GOOGL,2023-03,117.95
GOOGL,2023-04,115.73
GOOGL,2023-05,108.61
GOOGL,2023-06,107.7
GOOGL,2023-07,110.98
GOOGL,2023-08,104.47
GOOGL,2023-09,108.79
GOOGL,2023-10,104.26
GOOGL,2023-11,101.77
GOOGL,2023-12,104.51
GOOGL,2024-01,101.1
GOOGL,2024-02,101.29
GOOGL,2024-03,99.71
GOOGL,2024-04,100.36
GOOGL,2024-05,89.09
GOOGL,2024-06,81.3
GOOGL,2024-07,83.85
GOOGL,2024-08,88.31
GOOGL,2024-09,84.38
GOOGL,2024-10,83.36
GOOGL,2024-11,84.59
GOOGL,2024-12,87.58
GOOGL,2025-01,79.13
GOOGL,2025-02,75.7
GOOGL,2025-03,74.46
GOOGL,2025-04,77.12
GOOGL,2025-05,87.38
GOOGL,2025-06,86.39
GOOGL,2025-07,80.52
GOOGL,2025-08,82.16
GOOGL,2025-09,87.77
GOOGL,2025-10,88.24
GOOGL,2025-11,84.33
GOOGL,2025-12,88.47
GOOGL,2026-01,91.46
GOOGL,2026-02,86.88
AMZN,2021-03,505.86
AMZN,2021-04,531.72
AMZN,2021-05,564.09
AMZN,2021-06,562.22
AMZN,2021-07,552.24
AMZN,2021-08,587.19
AMZN,2021-09,552.71
AMZN,2021-10,564.97
AMZN,2021-11,527.56
AMZN,2021-12,556.43
AMZN,2022-01,549.29
AMZN,2022-02,585.26
AMZN,2022-03,599.82
AMZN,2022-04,564.24
AMZN,2022-05,605.89
AMZN,2022-06,654.76
AMZN,2022-07,684.29
AMZN,2022-08,658.72
AMZN,2022-09,648.72
AMZN,2022-10,653.45
AMZN,2022-11,630.86
AMZN,2022-12,686.57
AMZN,2023-01,691.54
AMZN,2023-02,604.11
AMZN,2023-03,614.45
AMZN,2023-04,603.84
AMZN,2023-05,601.58
AMZN,2023-06,590.6
AMZN,2023-07,614.92
AMZN,2023-08,650.32
AMZN,2023-09,659.59
AMZN,2023-10,648.5
AMZN,2023-11,647.16
AMZN,2023-12,647.79
AMZN,2024-01,622.32
AMZN,2024-02,640.59
AMZN,2024-03,655.5
AMZN,2024-04,707.98
AMZN,2024-05,753.85
AMZN,2024-06,728.44
AMZN,2024-07,758.94
AMZN,2024-08,723.7
AMZN,2024-09,749.32
AMZN,2024-10,730.21
AMZN,2024-11,693.79
AMZN,2024-12,703.58
AMZN,2025-01,615.51
AMZN,2025-02,563.91
AMZN,2025-03,558.93
AMZN,2025-04,561.24
AMZN,2025-05,550.97
AMZN,2025-06,509.13
AMZN,2025-07,488.73
AMZN,2025-08,498.39
AMZN,2025-09,513.1
AMZN,2025-10,512.68
AMZN,2025-11,543.21
AMZN,2025-12,554.11
AMZN,2026-01,533.78
AMZN,2026-02,526.35
NVDA,2021-03,53.3
NVDA,2021-04,53.01
NVDA,2021-05,56.04
NVDA,2021-06,57.99
NVDA,2021-07,62.21
NVDA,2021-08,61.27
NVDA,2021-09,65.54
NVDA,2021-10,64.91
NVDA,2021-11,69.86
NVDA,2021-12,69.79
NVDA,2022-01,72.3
NVDA,2022-02,77.83
NVDA,2022-03,77.08
NVDA,2022-04,77.93
NVDA,2022-05,83.12
NVDA,2022-06,82.57
NVDA,2022-07,77.29
NVDA,2022-08,86.03
NVDA,2022-09,84.03
NVDA,2022-10,84.7
NVDA,2022-11,89.74
NVDA,2022-12,87.05
NVDA,2023-01,82.78
NVDA,2023-02,83.83
NVDA,2023-03,76.64
NVDA,2023-04,75.55
NVDA,2023-05,76.48
NVDA,2023-06,75.45
NVDA,2023-07,69.85
NVDA,2023-08,75.65
NVDA,2023-09,76.04
NVDA,2023-10,81.68
NVDA,2023-11,80.62
NVDA,2023-12,77.15
NVDA,2024-01,78.2
NVDA,2024-02,77.36
NVDA,2024-03,72.94
NVDA,2024-04,78.5
NVDA,2024-05,76.09
NVDA,2024-06,69.4
NVDA,2024-07,74.17
NVDA,2024-08,72.32
NVDA,2024-09,70.16
NVDA,2024-10,64.23
NVDA,2024-11,70.07
NVDA,2024-12,65.7
NVDA,2025-01,65.89
NVDA,2025-02,68.96
NVDA,2025-03,70.43
NVDA,2025-04,70.22
NVDA,2025-05,64.5
NVDA,2025-06,61.94
NVDA,2025-07,62.52
NVDA,2025-08,60.11
NVDA,2025-09,60.72
NVDA,2025-10,62.83
NVDA,2025-11,65.93
NVDA,2025-12,62.01
NVDA,2026-01,69.2
NVDA,2026-02,71.91
TSLA,2021-03,106.35
TSLA,2021-04,112.31
TSLA,2021-05,126.41
TSLA,2021-06,117.63
TSLA,2021-07,116.31
TSLA,2021-08,103.27
TSLA,2021-09,104.27
TSLA,2021-10,106.19
TSLA,2021-11,105.99
TSLA,2021-12,102.57
TSLA,2022-01,92.58
TSLA,2022-02,94.33
TSLA,2022-03,101.45
TSLA,2022-04,98.5
TSLA,2022-05,100.69
TSLA,2022-06,93.09
TSLA,2022-07,95.25
TSLA,2022-08,93.39
TSLA,2022-09,89.9
TSLA,2022-10,86.54
TSLA,2022-11,84.86
TSLA,2022-12,86.5
TSLA,2023-01,81.0
TSLA,2023-02,79.41
TSLA,2023-03,79.25
TSLA,2023-04,75.01
TSLA,2023-05,82.06
TSLA,2023-06,78.63
TSLA,2023-07,76.04
TSLA,2023-08,72.41
TSLA,2023-09,79.23
TSLA,2023-10,81.45
TSLA,2023-11,77.72
TSLA,2023-12,82.14
TSLA,2024-01,82.97
TSLA,2024-02,84.04
TSLA,2024-03,82.61
TSLA,2024-04,79.57
TSLA,2024-05,80.93
TSLA,2024-06,78.75
TSLA,2024-07,86.24
TSLA,2024-08,80.93
TSLA,2024-09,87.4
TSLA,2024-10,86.91
TSLA,2024-11,88.22
TSLA,2024-12,91.97
TSLA,2025-01,89.12
TSLA,2025-02,93.06
TSLA,2025-03,81.27
TSLA,2025-04,78.4
TSLA,2025-05,74.86
TSLA,2025-06,70.31
TSLA,2025-07,69.56
TSLA,2025-08,70.91
TSLA,2025-09,73.45
TSLA,2025-10,74.34
TSLA,2025-11,71.91
TSLA,2025-12,73.25
TSLA,2026-01,73.7
TSLA,2026-02,77.23
META,2021-03,306.52
META,2021-04,306.99
META,2021-05,293.52
META,2021-06,284.09
META,2021-07,276.39
META,2021-08,272.06
META,2021-09,275.74
META,2021-10,285.77
META,2021-11,285.04
META,2021-12,285.27
META,2022-01,287.33
META,2022-02,280.01
META,2022-03,267.35
META,2022-04,244.88
META,2022-05,236.52
META,2022-06,242.18
META,2022-07,233.82
META,2022-08,231.05
META,2022-09,236.5
META,2022-10,242.74
META,2022-11,229.99
META,2022-12,241.74
META,2023-01,255.76
META,2023-02,241.71
META,2023-03,231.96
META,2023-04,246.19
META,2023-05,244.39
META,2023-06,218.72
META,2023-07,203.93
META,2023-08,201.41
META,2023-09,190.03
META,2023-10,186.14
META,2023-11,186.44
META,2023-12,200.59
META,2024-01,197.69
META,2024-02,208.58
META,2024-03,224.03
META,2024-04,240.69
META,2024-05,244.14
META,2024-06,221.31
META,2024-07,226.47
META,2024-08,238.66
META,2024-09,237.69
META,2024-10,259.36
META,2024-11,270.75
META,2024-12,278.55
META,2025-01,294.1
META,2025-02,299.05
META,2025-03,264.0
META,2025-04,257.5
META,2025-05,273.38
META,2025-06,262.56
META,2025-07,259.64
META,2025-08,246.43
META,2025-09,269.42
META,2025-10,293.05
META,2025-11,280.38
META,2025-12,282.45
META,2026-01,273.0
META,2026-02,281.53
JPM,2021-03,257.3
JPM,2021-04,267.96
JPM,2021-05,272.45
JPM,2021-06,315.52
JPM,2021-07,299.71
JPM,2021-08,275.14
JPM,2021-09,269.79
JPM,2021-10,249.44
JPM,2021-11,231.51
JPM,2021-12,220.2
JPM,2022-01,210.28
JPM,2022-02,200.48
JPM,2022-03,205.74
JPM,2022-04,200.6
JPM,2022-05,198.81
JPM,2022-06,207.9
JPM,2022-07,200.08
JPM,2022-08,197.45
JPM,2022-09,201.1
JPM,2022-10,182.49
JPM,2022-11,161.98
JPM,2022-12,164.81
JPM,2023-01,168.91
JPM,2023-02,187.27
JPM,2023-03,188.76
JPM,2023-04,196.66
JPM,2023-05,194.75
JPM,2023-06,197.66
JPM,2023-07,214.85
JPM,2023-08,193.2
JPM,2023-09,197.24
JPM,2023-10,219.46
JPM,2023-11,222.58
JPM,2023-12,241.73
JPM,2024-01,234.24
JPM,2024-02,233.87
JPM,2024-03,234.26
JPM,2024-04,209.67
JPM,2024-05,197.78
JPM,2024-06,187.22
JPM,2024-07,195.08
JPM,2024-08,203.77
JPM,2024-09,207.1
JPM,2024-10,215.81
JPM,2024-11,214.05
JPM,2024-12,227.31
JPM,2025-01,227.41
JPM,2025-02,228.07
JPM,2025-03,225.06
JPM,2025-04,232.89
JPM,2025-05,228.04
JPM,2025-06,239.45
JPM,2025-07,226.27
JPM,2025-08,214.17
JPM,2025-09,221.66
JPM,2025-10,220.68
JPM,2025-11,215.73
JPM,2025-12,225.55
JPM,2026-01,218.8
JPM,2026-02,216.62
V,2021-03,500.83
V,2021-04,540.9
V,2021-05,585.14
V,2021-06,576.94
V,2021-07,613.56
V,2021-08,585.13
V,2021-09,559.19
V,2021-10,497.18
V,2021-11,540.56
V,2021-12,517.7
V,2022-01,514.44
V,2022-02,491.55
V,2022-03,508.93
V,2022-04,499.47
V,2022-05,467.92
V,2022-06,478.37
V,2022-07,445.28
V,2022-08,427.02
V,2022-09,384.32
V,2022-10,357.91
V,2022-11,361.12
V,2022-12,327.33
V,2023-01,303.97
V,2023-02,303.93
V,2023-03,295.78
V,2023-04,326.76
V,2023-05,358.14
V,2023-06,342.93
V,2023-07,352.62
V,2023-08,366.08
V,2023-09,355.3
V,2023-10,329.7
V,2023-11,329.5
V,2023-12,326.67
V,2024-01,319.63
V,2024-02,326.77
V,2024-03,314.73
V,2024-04,297.12
V,2024-05,298.74
V,2024-06,304.56
V,2024-07,287.16
V,2024-08,300.8
V,2024-09,275.32
V,2024-10,267.47
V,2024-11,264.05
V,2024-12,255.78
V,2025-01,248.65
V,2025-02,273.04
V,2025-03,261.67
V,2025-04,295.64
V,2025-05,302.17
V,2025-06,303.56
V,2025-07,310.88
V,2025-08,352.8
V,2025-09,335.7
V,2025-10,317.41
V,2025-11,305.65
V,2025-12,306.15
V,2026-01,280.84
V,2026-02,281.15
WMT,2021-03,258.65
WMT,2021-04,260.62
WMT,2021-05,256.83
WMT,2021-06,249.01
WMT,2021-07,260.45
WMT,2021-08,249.92
WMT,2021-09,274.09
WMT,2021-10,301.91
WMT,2021-11,305.81
WMT,2021-12,305.63
WMT,2022-01,321.8
WMT,2022-02,339.9
WMT,2022-03,326.48
WMT,2022-04,317.99
WMT,2022-05,297.65
WMT,2022-06,303.8
WMT,2022-07,314.1
WMT,2022-08,293.6
WMT,2022-09,286.99
WMT,2022-10,268.29
WMT,2022-11,256.5
WMT,2022-12,263.67
WMT,2023-01,254.17
WMT,2023-02,250.38
WMT,2023-03,230.81
WMT,2023-04,232.98
WMT,2023-05,232.47
WMT,2023-06,224.15
WMT,2023-07,222.04
WMT,2023-08,224.05
WMT,2023-09,215.1
WMT,2023-10,199.8
WMT,2023-11,218.67
WMT,2023-12,211.86
WMT,2024-01,210.84
WMT,2024-02,221.77
WMT,2024-03,264.56
WMT,2024-04,248.6
WMT,2024-05,254.26
WMT,2024-06,245.42
WMT,2024-07,238.9
WMT,2024-08,230.45
WMT,2024-09,217.83
WMT,2024-10,217.39
WMT,2024-11,201.93
WMT,2024-12,211.72
WMT,2025-01,212.31
WMT,2025-02,216.84
WMT,2025-03,211.84
WMT,2025-04,207.99
WMT,2025-05,211.0
WMT,2025-06,199.07
WMT,2025-07,195.54
WMT,2025-08,187.31
WMT,2025-09,179.16
WMT,2025-10,161.22
WMT,2025-11,172.38
WMT,2025-12,166.57
WMT,2026-01,176.54
WMT,2026-02,186.24
JNJ,2021-03,97.01
JNJ,2021-04,91.87
JNJ,2021-05,104.42
JNJ,2021-06,113.97
JNJ,2021-07,113.79
JNJ,2021-08,115.26
JNJ,2021-09,111.69
JNJ,2021-10,114.13
JNJ,2021-11,110.11
JNJ,2021-12,99.47
JNJ,2022-01,93.11
JNJ,2022-02,93.21
JNJ,2022-03,88.08
JNJ,2022-04,87.78
JNJ,2022-05,83.19
JNJ,2022-06,80.0
JNJ,2022-07,83.49
JNJ,2022-08,84.53
JNJ,2022-09,84.49
JNJ,2022-10,88.28
JNJ,2022-11,90.43
JNJ,2022-12,97.21
JNJ,2023-01,95.0
JNJ,2023-02,92.98
JNJ,2023-03,87.13
JNJ,2023-04,85.28
JNJ,2023-05,89.49
JNJ,2023-06,95.5
JNJ,2023-07,100.2
JNJ,2023-08,91.6
JNJ,2023-09,96.7
JNJ,2023-10,88.21
JNJ,2023-11,92.26
JNJ,2023-12,90.58
JNJ,2024-01,93.82
JNJ,2024-02,87.77
JNJ,2024-03,93.06
JNJ,2024-04,86.49
JNJ,2024-05,83.65
JNJ,2024-06,79.57
JNJ,2024-07,72.89
JNJ,2024-08,73.24
JNJ,2024-09,80.16
JNJ,2024-10,91.59
JNJ,2024-11,92.04
JNJ,2024-12,97.32
JNJ,2025-01,98.46
JNJ,2025-02,100.95
JNJ,2025-03,99.23
JNJ,2025-04,100.21
JNJ,2025-05,102.94
JNJ,2025-06,100.0
JNJ,2025-07,99.62
JNJ,2025-08,99.33
JNJ,2025-09,103.52
JNJ,2025-10,98.14
JNJ,2025-11,97.89
JNJ,2025-12,107.71
JNJ,2026-01,114.16
JNJ,2026-02,122.13
PG,2021-03,450.01
PG,2021-04,457.29
PG,2021-05,480.79
PG,2021-06,519.8
PG,2021-07,471.47
PG,2021-08,441.46
PG,2021-09,471.33
PG,2021-10,464.85
PG,2021-11,449.5
PG,2021-12,422.18
PG,2022-01,410.62
PG,2022-02,382.82
PG,2022-03,425.01
PG,2022-04,424.53
PG,2022-05,423.3
PG,2022-06,435.94
PG,2022-07,457.42
PG,2022-08,479.58
PG,2022-09,506.03
PG,2022-10,490.31
PG,2022-11,483.07
PG,2022-12,502.0
PG,2023-01,488.94
PG,2023-02,488.81
PG,2023-03,498.66
PG,2023-04,518.62
PG,2023-05,474.51
PG,2023-06,491.78
PG,2023-07,486.07
PG,2023-08,503.57
PG,2023-09,523.51
PG,2023-10,567.34
PG,2023-11,607.06
PG,2023-12,649.34
PG,2024-01,697.95
PG,2024-02,708.19
PG,2024-03,709.33
PG,2024-04,740.97
PG,2024-05,768.6
PG,2024-06,756.81
PG,2024-07,772.29
PG,2024-08,770.93
PG,2024-09,738.71
PG,2024-10,787.94
PG,2024-11,790.12
PG,2024-12,875.35
PG,2025-01,807.02
PG,2025-02,784.86
PG,2025-03,786.14
PG,2025-04,832.15
PG,2025-05,848.93
PG,2025-06,862.22
PG,2025-07,814.96
PG,2025-08,769.16
PG,2025-09,781.66
PG,2025-10,730.12
PG,2025-11,710.96
PG,2025-12,728.99
PG,2026-01,694.05
PG,2026-02,752.06
DIS,2021-03,503.17
DIS,2021-04,465.15
DIS,2021-05,443.96
DIS,2021-06,396.01
DIS,2021-07,380.82
DIS,2021-08,395.69
DIS,2021-09,387.59
DIS,2021-10,396.62
DIS,2021-11,367.55
DIS,2021-12,382.51
DIS,2022-01,372.04
DIS,2022-02,372.27
DIS,2022-03,370.54
DIS,2022-04,347.72
DIS,2022-05,328.24
DIS,2022-06,344.51
DIS,2022-07,351.46
DIS,2022-08,370.4
DIS,2022-09,376.46
DIS,2022-10,379.16
DIS,2022-11,347.81
DIS,2022-12,343.14
DIS,2023-01,342.67
DIS,2023-02,377.83
DIS,2023-03,391.03
DIS,2023-04,422.24
DIS,2023-05,435.05
DIS,2023-06,419.85
DIS,2023-07,422.32
DIS,2023-08,427.33
DIS,2023-09,407.73
DIS,2023-10,399.97
DIS,2023-11,395.88
DIS,2023-12,428.97
DIS,2024-01,386.58
DIS,2024-02,410.61
DIS,2024-03,391.82
DIS,2024-04,365.84
DIS,2024-05,388.07
DIS,2024-06,402.53
DIS,2024-07,428.59
DIS,2024-08,446.1
DIS,2024-09,494.49
DIS,2024-10,508.5
DIS,2024-11,504.54
DIS,2024-12,513.27
DIS,2025-01,546.19
DIS,2025-02,525.32
DIS,2025-03,508.47
DIS,2025-04,500.67
DIS,2025-05,450.67
DIS,2025-06,453.79
DIS,2025-07,412.95
DIS,2025-08,414.05
DIS,2025-09,432.35
DIS,2025-10,422.17
DIS,2025-11,459.09
DIS,2025-12,426.76
DIS,2026-01,452.95
DIS,2026-02,468.51
NFLX,2021-03,381.67
NFLX,2021-04,437.07
NFLX,2021-05,435.68
NFLX,2021-06,416.97
NFLX,2021-07,388.65
NFLX,2021-08,384.39
NFLX,2021-09,381.95
NFLX,2021-10,383.92
NFLX,2021-11,378.24
NFLX,2021-12,390.41
NFLX,2022-01,382.92
NFLX,2022-02,347.61
NFLX,2022-03,345.02
NFLX,2022-04,306.5
NFLX,2022-05,311.97
NFLX,2022-06,297.07
NFLX,2022-07,299.5
NFLX,2022-08,319.84
NFLX,2022-09,305.02
NFLX,2022-10,321.65
NFLX,2022-11,314.75
NFLX,2022-12,343.59
NFLX,2023-01,337.37
NFLX,2023-02,323.49
NFLX,2023-03,334.8
NFLX,2023-04,327.58
NFLX,2023-05,314.08
NFLX,2023-06,306.67
NFLX,2023-07,305.99
NFLX,2023-08,327.22
NFLX,2023-09,297.06
NFLX,2023-10,297.41
NFLX,2023-11,306.84
NFLX,2023-12,309.83
NFLX,2024-01,330.8
NFLX,2024-02,329.57
NFLX,2024-03,326.54
NFLX,2024-04,336.36
NFLX,2024-05,338.03
NFLX,2024-06,331.5
NFLX,2024-07,340.17
NFLX,2024-08,329.25
NFLX,2024-09,319.34
NFLX,2024-10,311.02
NFLX,2024-11,332.79
NFLX,2024-12,283.28
NFLX,2025-01,288.94
NFLX,2025-02,289.44
NFLX,2025-03,266.11
NFLX,2025-04,270.26
NFLX,2025-05,276.77
NFLX,2025-06,285.05
NFLX,2025-07,249.65
NFLX,2025-08,267.3
NFLX,2025-09,257.62
NFLX,2025-10,266.62
NFLX,2025-11,276.68
NFLX,2025-12,264.82
NFLX,2026-01,273.71
NFLX,2026-02,268.48
HD,2021-03,341.06
HD,2021-04,361.57
HD,2021-05,347.83
HD,2021-06,333.28
HD,2021-07,326.63
HD,2021-08,331.1
HD,2021-09,330.16
HD,2021-10,339.33
HD,2021-11,317.35
HD,2021-12,305.78
HD,2022-01,304.02
HD,2022-02,334.28
HD,2022-03,332.38
HD,2022-04,350.92
HD,2022-05,351.59
HD,2022-06,343.19
HD,2022-07,338.98
HD,2022-08,336.14
HD,2022-09,346.44
HD,2022-10,371.09
HD,2022-11,377.82
HD,2022-12,400.93
HD,2023-01,382.05
HD,2023-02,374.21
HD,2023-03,360.9
HD,2023-04,366.62
HD,2023-05,360.1
HD,2023-06,373.48
HD,2023-07,356.49
HD,2023-08,357.26
HD,2023-09,369.74
HD,2023-10,333.47
HD,2023-11,370.78
HD,2023-12,365.57
HD,2024-01,330.37
HD,2024-02,332.99
HD,2024-03,333.55
HD,2024-04,332.19
HD,2024-05,349.06
HD,2024-06,362.36
HD,2024-07,367.79
HD,2024-08,376.16
HD,2024-09,374.21
HD,2024-10,408.95
HD,2024-11,379.79
HD,2024-12,382.45
HD,2025-01,383.7
HD,2025-02,399.62
HD,2025-03,383.11
HD,2025-04,351.13
HD,2025-05,353.89
HD,2025-06,358.9
HD,2025-07,386.65
HD,2025-08,362.86
HD,2025-09,384.42
HD,2025-10,432.73
HD,2025-11,424.63
HD,2025-12,398.09
HD,2026-01,390.07
HD,2026-02,390.35
